CRASH_DAY_NUM,CRASH_DAY,CRASH_HOUR,CRASH_YEAR,FATAL,NONE,NONINCAPACITATING_INJURY,NO_INDICATION_OF_INJURY,REFUSED_EMS,REPORTED_NOT_EVIDENT,INCAPACITATING_INJURY
4,Thu,8,2022,1,0,53,1061,0,50,2
4,Thu,8,2021,0,0,74,1500,0,47,14
4,Thu,8,2020,0,0,44,1161,0,26,8
4,Thu,8,2019,0,0,106,2490,0,65,24
4,Thu,8,2018,0,0,116,2580,0,70,31
4,Thu,9,2022,1,0,36,701,0,23,6
4,Thu,9,2021,0,0,62,1169,0,38,14
4,Thu,9,2020,0,0,44,1088,0,35,5
4,Thu,9,2019,3,0,84,1814,0,54,17
4,Thu,9,2018,0,0,92,1828,0,51,21
4,Thu,10,2022,0,0,30,671,0,26,9
4,Thu,10,2021,2,0,87,1304,0,44,17
4,Thu,10,2020,1,0,58,1153,0,37,8
4,Thu,10,2019,0,0,92,1555,0,48,17
4,Thu,10,2018,1,0,70,1560,0,46,15
4,Thu,11,2022,0,0,34,695,0,18,7
4,Thu,11,2021,1,0,85,1420,0,35,10
4,Thu,11,2020,1,0,83,1530,0,34,16
4,Thu,11,2019,0,0,78,1640,0,57,10
4,Thu,11,2018,1,0,85,1740,0,44,21
4,Thu,12,2022,0,0,37,829,0,29,6
4,Thu,12,2021,0,0,90,1606,0,49,18
4,Thu,12,2020,1,0,85,1609,0,45,13
4,Thu,12,2019,3,0,87,1945,0,60,16
4,Thu,12,2018,2,0,88,1916,0,54,17
4,Thu,13,2022,2,0,33,888,0,23,9
4,Thu,13,2021,0,0,103,1859,0,58,18
4,Thu,13,2020,0,0,72,1680,0,47,22
4,Thu,13,2019,0,0,110,1836,0,64,19
4,Thu,13,2018,0,0,85,2008,0,68,22
4,Thu,14,2022,1,0,57,1080,1,27,5
4,Thu,14,2021,1,0,107,2071,0,69,14
4,Thu,14,2020,2,0,116,1889,0,46,25
4,Thu,14,2019,0,0,107,2052,0,68,23
4,Thu,14,2018,0,0,87,2287,0,61,13
4,Thu,15,2022,0,0,81,1608,0,40,7
4,Thu,15,2021,2,0,134,2692,0,74,15
4,Thu,15,2020,1,0,129,2141,0,70,17
4,Thu,15,2019,0,0,152,2762,0,83,26
4,Thu,15,2018,0,0,147,2852,0,93,23
4,Thu,16,2022,0,0,56,1660,0,48,5
4,Thu,16,2021,0,0,141,2630,0,71,19
4,Thu,16,2020,0,0,133,2127,0,74,24
4,Thu,16,2019,0,0,139,3055,0,86,28
4,Thu,16,2018,1,0,146,3116,0,73,22
4,Thu,17,2022,0,0,73,1332,0,40,10
4,Thu,17,2021,0,0,150,2481,0,77,21
4,Thu,17,2020,0,0,105,2110,0,68,14
4,Thu,17,2019,1,0,164,3089,0,81,25
4,Thu,17,2018,2,0,153,3147,0,70,22
4,Thu,18,2022,1,0,51,1050,0,34,6
4,Thu,18,2021,2,0,141,2033,0,63,16
4,Thu,18,2020,1,0,93,1853,0,68,14
4,Thu,18,2019,1,0,102,2408,0,79,32
4,Thu,18,2018,0,0,102,2360,0,57,16
4,Thu,19,2022,0,0,53,751,0,15,6
4,Thu,19,2021,2,0,76,1412,0,45,17
4,Thu,19,2020,1,0,87,1278,0,55,12
4,Thu,19,2019,2,0,97,1612,0,67,14
4,Thu,19,2018,0,0,102,1652,0,56,23
4,Thu,20,2022,1,0,44,626,0,34,11
4,Thu,20,2021,1,0,79,1137,0,53,13
4,Thu,20,2020,0,0,87,979,0,24,22
4,Thu,20,2019,3,0,82,1262,0,52,29
4,Thu,20,2018,0,0,79,1150,0,38,16
4,Thu,21,2022,1,0,45,476,0,21,7
4,Thu,21,2021,2,0,61,925,0,33,12
4,Thu,21,2020,1,0,60,840,0,25,11
4,Thu,21,2019,3,0,64,1164,0,36,18
4,Thu,21,2018,4,0,67,951,0,31,16
4,Thu,22,2022,1,0,43,412,0,10,4
4,Thu,22,2021,1,0,86,800,0,36,3
4,Thu,22,2020,5,0,59,728,0,28,17
4,Thu,22,2019,0,0,61,915,0,44,5
4,Thu,22,2018,0,0,57,851,0,22,6
4,Thu,23,2022,0,0,32,340,0,19,9
4,Thu,23,2021,6,0,64,673,0,22,15
4,Thu,23,2020,5,0,80,607,0,20,13
4,Thu,23,2019,0,0,53,667,0,27,14
4,Thu,23,2018,0,0,43,651,0,28,10
5,Fri,0,2022,0,0,34,304,0,11,3
5,Fri,0,2021,0,0,62,568,0,27,9
5,Fri,0,2020,0,0,48,477,0,20,4
5,Fri,0,2019,0,0,31,449,0,17,9
5,Fri,0,2018,1,0,26,454,0,23,8
5,Fri,1,2022,0,0,12,174,0,5,5
5,Fri,1,2021,0,0,38,497,0,19,13
5,Fri,1,2020,2,0,37,364,0,20,8
5,Fri,1,2019,1,0,40,417,0,14,6
5,Fri,1,2018,6,0,13,363,0,7,8
5,Fri,2,2022,1,0,15,142,0,3,0
5,Fri,2,2021,1,0,44,320,0,13,5
5,Fri,2,2020,1,0,30,217,0,10,5
5,Fri,2,2019,0,0,45,284,0,17,5
5,Fri,2,2018,0,0,38,246,0,12,9
5,Fri,3,2022,0,0,11,134,0,2,3
5,Fri,3,2021,1,0,29,266,0,5,5
5,Fri,3,2020,1,0,21,171,0,4,0
5,Fri,3,2019,0,0,31,207,0,14,1
5,Fri,3,2018,1,0,16,202,0,7,5
5,Fri,4,2022,2,0,10,115,0,6,1
5,Fri,4,2021,0,0,20,252,0,8,3
5,Fri,4,2020,0,0,19,179,0,4,9
5,Fri,4,2019,0,0,23,248,0,5,2
5,Fri,4,2018,0,0,18,273,0,5,6
5,Fri,5,2022,0,0,16,196,0,4,1
5,Fri,5,2021,2,0,27,308,0,11,2
5,Fri,5,2020,0,0,18,237,0,10,9
5,Fri,5,2019,0,0,13,419,0,10,3
5,Fri,5,2018,0,0,34,396,0,13,3
5,Fri,6,2022,0,0,29,300,0,3,3
5,Fri,6,2021,1,0,40,545,0,21,6
5,Fri,6,2020,0,0,28,482,0,7,6
5,Fri,6,2019,0,0,52,696,0,23,9
5,Fri,6,2018,0,0,42,785,0,29,11
5,Fri,7,2022,0,0,32,787,0,27,6
5,Fri,7,2021,0,0,56,1134,0,20,7
5,Fri,7,2020,1,0,58,992,0,25,8
5,Fri,7,2019,0,0,96,1815,0,56,15
5,Fri,7,2018,0,0,88,1874,0,51,19
5,Fri,8,2022,0,0,39,936,0,29,5
5,Fri,8,2021,2,0,73,1467,0,53,14
5,Fri,8,2020,0,0,69,1130,0,29,9
5,Fri,8,2019,0,0,80,2169,0,61,15
5,Fri,8,2018,1,0,105,2296,0,67,22
5,Fri,9,2022,0,0,37,827,0,25,4
5,Fri,9,2021,0,0,72,1190,0,54,8
5,Fri,9,2020,0,0,96,1212,0,53,8
5,Fri,9,2019,1,0,85,1604,0,37,19
5,Fri,9,2018,0,0,84,1856,0,55,15
5,Fri,10,2022,1,0,43,831,0,20,7
5,Fri,10,2021,1,0,86,1405,0,47,10
5,Fri,10,2020,2,0,75,1405,0,43,11
5,Fri,10,2019,1,0,70,1564,0,48,14
5,Fri,10,2018,0,0,64,1651,0,60,12
5,Fri,11,2022,1,0,58,873,0,40,9
5,Fri,11,2021,0,0,83,1816,0,74,22
5,Fri,11,2020,2,0,87,1682,0,52,8
5,Fri,11,2019,1,0,81,1726,0,45,20
5,Fri,11,2018,0,0,92,1833,0,81,13
5,Fri,12,2022,0,0,34,1071,0,48,7
5,Fri,12,2021,1,0,98,2083,0,71,18
5,Fri,12,2020,1,0,112,1838,0,49,18
5,Fri,12,2019,1,0,84,2145,0,62,13
5,Fri,12,2018,2,0,92,2129,0,69,25
5,Fri,13,2022,0,0,57,1082,0,22,7
5,Fri,13,2021,0,0,127,2235,0,80,23
5,Fri,13,2020,1,0,111,1931,0,74,15
5,Fri,13,2019,0,0,89,2239,0,54,16
5,Fri,13,2018,0,0,120,2418,0,59,8
5,Fri,14,2022,0,0,65,1274,0,42,12
5,Fri,14,2021,2,0,109,2284,0,78,21
5,Fri,14,2020,0,0,122,2176,0,62,17
5,Fri,14,2019,1,0,121,2669,0,76,23
5,Fri,14,2018,0,0,127,2750,0,67,33
5,Fri,15,2022,0,0,82,1596,0,38,13
5,Fri,15,2021,0,0,145,3148,0,71,14
5,Fri,15,2020,1,0,133,2448,0,97,20
5,Fri,15,2019,0,0,122,3039,0,107,11
5,Fri,15,2018,0,0,142,3169,0,98,23
5,Fri,16,2022,1,0,91,1557,0,52,10
5,Fri,16,2021,0,0,150,3283,0,105,17
5,Fri,16,2020,1,0,119,2501,0,86,34
5,Fri,16,2019,0,0,131,3306,0,88,14
5,Fri,16,2018,1,0,145,3372,0,73,29
5,Fri,17,2022,0,0,56,1506,0,47,9
5,Fri,17,2021,4,0,141,2891,0,76,21
5,Fri,17,2020,2,0,117,2739,0,75,20
5,Fri,17,2019,0,0,116,3304,0,81,30
5,Fri,17,2018,0,0,103,3281,0,66,25
5,Fri,18,2022,1,0,89,1158,0,20,4
5,Fri,18,2021,0,0,136,2596,0,88,12
5,Fri,18,2020,2,0,131,2128,0,70,28
5,Fri,18,2019,0,0,142,2760,0,70,28
5,Fri,18,2018,0,0,129,2614,0,86,36
5,Fri,19,2022,2,0,57,899,0,39,14
5,Fri,19,2021,2,0,134,1970,0,58,14
5,Fri,19,2020,0,0,116,1657,0,47,23
5,Fri,19,2019,1,0,93,2032,0,77,22
5,Fri,19,2018,0,0,119,1937,0,55,9
5,Fri,20,2022,1,0,52,733,0,14,8
5,Fri,20,2021,0,0,96,1517,0,48,16
5,Fri,20,2020,0,0,84,1294,0,37,21
5,Fri,20,2019,2,0,112,1447,0,48,18
5,Fri,20,2018,3,0,68,1421,0,49,15
5,Fri,21,2022,1,0,40,579,0,23,8
5,Fri,21,2021,2,0,91,1322,0,48,18
5,Fri,21,2020,1,0,62,1139,0,34,29
5,Fri,21,2019,0,0,102,1424,0,52,13
5,Fri,21,2018,0,0,87,1374,0,49,19
5,Fri,22,2022,1,0,27,644,0,22,12
5,Fri,22,2021,2,0,123,1315,0,43,26
5,Fri,22,2020,3,0,97,1070,0,50,21
5,Fri,22,2019,0,0,103,1494,0,59,22
5,Fri,22,2018,1,0,77,1520,0,45,17
5,Fri,23,2022,2,0,44,589,0,21,8
5,Fri,23,2021,2,0,105,1300,0,38,10
5,Fri,23,2020,1,0,67,1020,0,35,24
5,Fri,23,2019,1,0,90,1173,0,31,12
5,Fri,23,2018,0,0,84,1212,0,30,16
6,Sat,0,2022,2,0,53,529,0,17,14
6,Sat,0,2021,1,0,81,957,0,40,25
6,Sat,0,2020,1,0,74,823,0,19,17
6,Sat,0,2019,2,0,96,1030,0,22,19
6,Sat,0,2018,1,0,71,933,0,43,16
6,Sat,1,2022,1,0,43,544,0,36,11
6,Sat,1,2021,4,0,118,1017,0,46,24
6,Sat,1,2020,1,0,97,780,0,43,18
6,Sat,1,2019,0,0,57,772,0,22,18
6,Sat,1,2018,1,0,59,855,0,32,10
6,Sat,2,2022,1,0,46,466,0,21,10
6,Sat,2,2021,1,0,118,797,0,27,24
6,Sat,2,2020,0,0,66,575,0,20,11
6,Sat,2,2019,0,0,81,809,0,39,17
6,Sat,2,2018,1,0,65,813,0,41,17
6,Sat,3,2022,0,0,44,350,0,12,6
6,Sat,3,2021,1,0,60,636,0,15,13
6,Sat,3,2020,4,0,46,382,0,11,9
6,Sat,3,2019,2,0,70,558,0,13,14
6,Sat,3,2018,0,0,60,613,0,17,9
6,Sat,4,2022,0,0,27,264,0,2,7
6,Sat,4,2021,0,0,48,396,0,15,12
6,Sat,4,2020,1,0,36,374,0,14,12
6,Sat,4,2019,2,0,43,524,0,17,11
6,Sat,4,2018,0,0,39,416,0,11,10
6,Sat,5,2022,1,0,22,186,0,8,2
6,Sat,5,2021,0,0,24,338,0,2,3
6,Sat,5,2020,0,0,34,307,0,7,9
6,Sat,5,2019,0,0,28,351,0,10,14
6,Sat,5,2018,1,0,35,342,0,22,8
6,Sat,6,2022,0,0,15,201,0,10,3
6,Sat,6,2021,0,0,40,352,0,14,7
6,Sat,6,2020,1,0,35,386,0,12,11
6,Sat,6,2019,2,0,33,417,0,16,8
6,Sat,6,2018,1,0,38,408,0,16,7
6,Sat,7,2022,0,0,23,263,0,8,1
6,Sat,7,2021,0,0,28,502,0,11,2
6,Sat,7,2020,0,0,32,410,0,18,6
6,Sat,7,2019,1,0,44,682,0,22,11
6,Sat,7,2018,2,0,32,608,0,27,11
6,Sat,8,2022,0,0,31,415,0,21,2
6,Sat,8,2021,0,0,51,716,0,13,5
6,Sat,8,2020,0,0,21,582,0,21,7
6,Sat,8,2019,0,0,49,841,0,18,13
6,Sat,8,2018,0,0,47,922,0,21,8
6,Sat,9,2022,1,0,31,620,0,17,9
6,Sat,9,2021,0,0,67,1095,0,37,10
6,Sat,9,2020,1,0,55,822,0,22,13
6,Sat,9,2019,0,0,65,1215,0,37,14
6,Sat,9,2018,1,0,66,1351,0,38,11
6,Sat,10,2022,0,0,48,763,0,26,9
6,Sat,10,2021,2,0,71,1452,0,58,11
6,Sat,10,2020,0,0,87,1221,0,45,16
6,Sat,10,2019,0,0,61,1677,0,47,16
6,Sat,10,2018,0,0,95,1825,0,62,18
6,Sat,11,2022,0,0,38,971,0,26,9
6,Sat,11,2021,0,0,88,1925,0,56,14
6,Sat,11,2020,1,0,86,1527,0,57,18
6,Sat,11,2019,0,0,90,1938,0,44,13
6,Sat,11,2018,0,0,73,1887,0,60,19
6,Sat,12,2022,0,0,46,1134,0,31,9
6,Sat,12,2021,2,0,83,2182,0,86,24
6,Sat,12,2020,0,0,87,1906,0,62,16
6,Sat,12,2019,0,0,106,2580,0,67,16
6,Sat,12,2018,0,0,86,2425,0,60,10
6,Sat,13,2022,0,0,68,1163,0,45,12
6,Sat,13,2021,0,0,136,2371,0,65,27
6,Sat,13,2020,0,0,106,1911,0,52,23
6,Sat,13,2019,0,0,98,2526,0,72,11
6,Sat,13,2018,0,0,107,2477,0,61,25
6,Sat,14,2022,2,0,56,1325,0,36,12
6,Sat,14,2021,0,0,91,2352,0,66,22
6,Sat,14,2020,1,0,110,2025,0,52,26
6,Sat,14,2019,0,1,134,2700,0,79,23
6,Sat,14,2018,1,0,103,2457,0,86,31
6,Sat,15,2022,0,0,57,1235,0,39,5
6,Sat,15,2021,1,0,115,2316,0,65,16
6,Sat,15,2020,0,0,100,2087,0,80,15
6,Sat,15,2019,4,0,112,2775,0,67,23
6,Sat,15,2018,2,0,91,2396,0,58,21
6,Sat,16,2022,2,0,85,1147,0,41,11
6,Sat,16,2021,0,0,122,2214,0,65,19
6,Sat,16,2020,0,0,122,2195,0,56,33
6,Sat,16,2019,0,0,106,2479,0,60,20
6,Sat,16,2018,0,0,99,2298,0,66,29
6,Sat,17,2022,1,0,59,1112,0,32,9
6,Sat,17,2021,2,0,116,2191,0,59,21
6,Sat,17,2020,0,0,119,1979,0,62,29
6,Sat,17,2019,0,0,111,2503,0,59,21
6,Sat,17,2018,0,0,99,2324,0,66,16
6,Sat,18,2022,0,0,58,909,0,44,11
6,Sat,18,2021,2,0,110,1956,0,58,26
6,Sat,18,2020,1,0,105,1622,0,53,19
6,Sat,18,2019,0,0,115,2342,0,72,25
6,Sat,18,2018,1,0,79,2191,0,52,17
6,Sat,19,2022,2,0,52,796,0,35,13
6,Sat,19,2021,1,0,94,1633,0,55,14
6,Sat,19,2020,1,0,100,1494,0,56,15
6,Sat,19,2019,0,0,114,1847,0,66,13
6,Sat,19,2018,0,0,93,1885,0,53,13
6,Sat,20,2022,0,0,59,830,0,25,9
6,Sat,20,2021,0,0,99,1488,0,45,23
6,Sat,20,2020,4,0,85,1304,0,41,20
6,Sat,20,2019,0,0,84,1512,0,46,21
6,Sat,20,2018,0,0,98,1556,0,42,16
6,Sat,21,2022,0,0,48,641,0,36,4
6,Sat,21,2021,1,0,97,1387,0,40,18
6,Sat,21,2020,2,0,83,1235,0,32,21
6,Sat,21,2019,3,0,128,1520,0,39,16
6,Sat,21,2018,3,0,93,1356,0,51,24
6,Sat,22,2022,1,0,37,685,0,20,14
6,Sat,22,2021,2,0,89,1331,0,38,30
6,Sat,22,2020,0,0,91,1204,0,41,25
6,Sat,22,2019,1,0,92,1577,0,51,25
6,Sat,22,2018,0,0,92,1568,0,49,23
6,Sat,23,2022,0,0,57,789,0,32,11
6,Sat,23,2021,3,0,132,1480,0,48,27
6,Sat,23,2020,2,0,76,1113,0,40,12
6,Sat,23,2019,0,0,97,1467,0,39,18
6,Sat,23,2018,4,0,91,1549,0,35,21
